QUEST_JOBSTEP_20150317_000050	Темперамент является очень важной для Компоновщиков. {nl}хотя может быть просто закрыть сердце, открывая его требует особый вид темперамента. {nl}
QUEST_JOBSTEP_20150317_000051	Я проверю, чтобы ты см. если у вас такой темперамент. 
QUEST_JOBSTEP_20150317_000052	Good. However, you must prepare some materials before taking the test.{nl}Bring me a Dunball’s thorn and Velwriggler’s carving at the Gate Route.[?]
QUEST_JOBSTEP_20150317_000053	Отлично! {nl}но это просто, чтобы подготовить вас для испытаний. {nl}
QUEST_JOBSTEP_20150317_000054	Начну тест сейчас. {nl}за воротами маршрут-это разрыв в пространстве мира.{nl}
QUEST_JOBSTEP_20150317_000055	Нормальные люди только способны видеть реальность как есть, но если у вас есть темперамент Компоновщик, {nl}вы должны быть в состоянии воспринимать скрытый мир. {nl}найти книгу и принести ее мне. 
QUEST_JOBSTEP_20150317_000056	Have you gone there yet? {nl}Just go to the Gate Route and check. I’ve marked the location on the map.{nl}
QUEST_JOBSTEP_20150317_000057	Похоже, ты нашел книгу. С этим, вы прошли мое испытание. {nl} тем не менее, пожалуйста, прочтите эту книгу, чтобы продемонстрировать свою решимость в качестве Компоновщика. 
QUEST_JOBSTEP_20150317_000058	So you want me to teach you the skills of a Sapper... well then you must customarily pay a fee for my service. {nl}Not to me. But rather, I want you to give a donation to the Клирик Мастер in Klaipeda. {nl}Let's say, around 5000 silver? 
QUEST_JOBSTEP_20150317_000059	Подожди, есть еще кое-что. {nl}я спрятал кое-какие объекты на Flude остров в Шяуляй Западный лес.{nl}прежде чем вы идете в Клайпеде, найти предметы первой и возвратить их к их первоначальным владельцам в Клайпеде.{nl}{nl} 
QUEST_JOBSTEP_20150317_000060	Ах, это. Я видел его где-то...хм...это кажется знакомым...{nl}Ну я приму это с благодарностью, так как вы даете его мне.
QUEST_JOBSTEP_20150317_000061	Ах, это инструмент, который я потерял. {nl}Спасибо. Где это было??
QUEST_JOBSTEP_20150317_000062	Did you forget about the donation? {nl}It's 5000 silver.
QUEST_JOBSTEP_20150317_000063	Cleric Master
QUEST_JOBSTEP_20150317_000064	Благодарю вас, во имя богини.{nl}я обещаю, что пожертвования будут использованы для раненых монстров. {nl}
QUEST_JOBSTEP_20150317_000065	Я был вором, но я пришел к пониманию определенных вещей и я прекратил свои преступные жизни. {nl}но есть небольшой вопрос оставил на мое сознание... и я хочу решить это сейчас. {nl}
QUEST_JOBSTEP_20150317_000066	В любом случае, вы сделали хорошую работу. {nl}давайте сотрудничать отныне, уча и учась друг у друга. 
QUEST_JOBSTEP_20150317_000067	Я ищу книгу. Четыре книги Лидии Schaffen. {nl}если вы помочь мне найти книги, я научу вас, мои навыки. 
QUEST_JOBSTEP_20150317_000068	Книги раньше в шахтерской деревне, но он был утерян, когда Vubbes рейд. {nl} попробуйте посетить Vubbe Форпост.
QUEST_JOBSTEP_20150317_000069	Это книга. Вам понадобится эта книга, если вы мечтаете стать самым лучшим Лучником. {nl}я сделаю вам копию, если вы можете собрать всю коллекцию книг. 
QUEST_JOBSTEP_20150317_000070	Ссоры стрелок Мастер проводит очередную книгу. {nl}он искал Merog кожа ранее. Может быть, вы можете попробовать сделать интернет с его помощью, что.
QUEST_JOBSTEP_20150317_000071	Есть ли у вас Merog кожа еще от охотника Мастер??
QUEST_JOBSTEP_20150317_000072	Это хорошего качества. Охотник Мастер будет доволен. {nl}Вы можете взять книгу. {nl}
QUEST_JOBSTEP_20150317_000073	Merogs находятся в Падшем беспокоиться лес, и ссоры стрелок Мастер находится в Клайпеде. {nl}кто-то может опередить вас, так что лучше поторопиться.
QUEST_JOBSTEP_20150317_000074	Лучник Мастер в Клайпеде имеет следующую книгу. {nl}он не подлый человек, поэтому он даст вам книгу, если вы вежливо попросите. {nl}
QUEST_JOBSTEP_20150317_000075	Он помогает с ремонтом поврежденного городской стены. {nl}я слышала, что камни доставлены из шахтерского поселка, так доведя некоторые до него можно спросить. 
QUEST_JOBSTEP_20150317_000076	Did the Hunter Master tell you to send this? {nl}If you're looking for Lydia Schaffen's book, you could have just asked. But thanks anyway. 
QUEST_JOBSTEP_20150317_000077	Последняя книга с мастер-рейнджер в Клайпеде. {nl}дать ей этот мешок. {nl}я мог бы пойти сам, но мы-то не очень приятно видеть друг друга. 
QUEST_JOBSTEP_20150317_000078	Не спрашивайте, почему. Работа есть работа, и это факт, что мы не хотим видеть друг друга. 
QUEST_JOBSTEP_20150317_000079	This pouch...Did you come from the Hunter Master? {nl}Here. Take this book to her. 
QUEST_JOBSTEP_20150317_000080	Хотя, что женщину, которая вела себя смиренным, чтобы ты, она пугает меня всякий раз, когда она приближается ко мне. 
QUEST_JOBSTEP_20150317_000081	Этого будет достаточно, кожа. {nl}довести их до ссоры стрелок Мастер, прежде чем кто-то другой. 
QUEST_JOBSTEP_20150317_000082	Этот камень будет полезен в ремонте стены. {nl}вывести его на лучника Мастер быстро. 
QUEST_JOBSTEP_20150317_000083	Are you the one who wants to learn my skills? {nl}Great, I was just looking for someone to help me find Lydia Schaffen's book. {nl}You're going to help, right? 
QUEST_JOBSTEP_20150317_000084	Там был один том в шахтерском поселке, но он был утерян, когда Vubbes рейд. {nl} я почти уверена, что это в Vubbe форпоста сейчас.
QUEST_JOBSTEP_20150317_000085	Хо-хо да, это он. {nl}это будет полезно для людей вроде тебя, которые мечтают стать ссора шутер. {nl}я дам тебе копию, если вы соберете всю коллекцию книг. 
QUEST_JOBSTEP_20150317_000086	Три больше левой. {nl}я думаю, что вы можете получить один из них, давая немного денег, чтобы Охотник Мастер.
QUEST_JOBSTEP_20150317_000087	Проблема, я на мели. 
QUEST_JOBSTEP_20150317_000088	You mean Lydia Schaffen's book that I have? {nl}I'll hand it over for 5000 silver.
QUEST_JOBSTEP_20150317_000089	Вы поняли меня правильно, пожалуйста, платить цену . {nl}около 5000 серебра будет делать. {nl}
QUEST_JOBSTEP_20150317_000090	5000 серебра...Ага, правильно. {nl}я отдам тебе книгу, как обещал. 
QUEST_JOBSTEP_20150317_000091	Well...the Archer Master must have the next book. {nl}He's still helping repair the wall, so wouldn't he appreciate it if you got him some rocks? {nl}I could take them to him myself, but...owwww...my back.
QUEST_JOBSTEP_20150317_000092	Лучник-Мастер имеет следующую книгу. {nl}он не подлый человек, поэтому он даст вам книгу, если вы вежливо попросите. {nl}
QUEST_JOBSTEP_20150317_000093	Я слышала, что он помогает восстановить поврежденный городской стены. {nl}камни были доставлены из шахтерского поселка, и он будет перемещаться, если вы принесете ему один. 
QUEST_JOBSTEP_20150317_000094	Did the Hunter Master told you to send this? {nl}If you're here for Lydia Schaffen's book, you could have just asked. But thank you anyway. 
QUEST_JOBSTEP_20150317_000095	Сейчас, за последнюю книгу. {nl}дать этот мешок в лесничество мастером и получить книгу. 
QUEST_JOBSTEP_20150317_000096	Did the Quarrel Shooter Master send this? {nl}Thanks. I'll hand over the book as promised. 
QUEST_JOBSTEP_20150317_000097	Принести книгу быстро. {nl}я не могу удержать его. 
QUEST_JOBSTEP_20150317_000098	Здорово, это этот! {nl}я научу тебя навыкам ссоры шутер как и обещали. {nl}
QUEST_JOBSTEP_20150317_000099	Этот камень будет полезен в ремонте стены. {nl}вывести его на лучника Мастер быстро. 
QUEST_JOBSTEP_20150317_000100	Если вы хотите узнать больше мои навыки, есть условие. {nl}я хочу, чтобы ты помог мне найти четыре книги Лидии Schaffen. 
QUEST_JOBSTEP_20150317_000101	Я слышал, что первая книга была с жителем шахтерского поселка до Vubbes напали. {nl}так что я думаю, что это может быть в Vubbe форпоста сейчас. 
QUEST_JOBSTEP_20150317_000102	Я удивлен, что ты нашел ее так быстро! {nl}и оно в хорошем состоянии. {nl}
QUEST_JOBSTEP_20150317_000103	Я думаю, что вы могли бы быть в состоянии купить очередную книгу из серии Охотник Мастер...{nl}я на мели после оплаты, чтобы починить стену. Ха-ха...
QUEST_JOBSTEP_20150317_000104	You mean the second book by Lydia Schaffen? {nl}I'll hand it over for 5000 silver. 
QUEST_JOBSTEP_20150317_000105	Я думаю около 5000 серебра будет делать. {nl}я слышал, что в книге значение. 
QUEST_JOBSTEP_20150317_000106	Ах, вы пришли в нужное время.{nl}если бы вы могли взять Merog кожа Разругаться шутер мастера, он сделает вам копию очередного Тома.
QUEST_JOBSTEP_20150317_000107	Сделал Merog кожа приходите с луком и стрелами??
QUEST_JOBSTEP_20150317_000108	Вы найдете Merogs на павших беспокоиться лес.{nl}взять те Разругаться стрелок Мастер в Клайпеде.
QUEST_JOBSTEP_20150317_000109	Качество является достаточно тонкой. Лучник-Мастер будет доволен. {nl}вот, я приготовил копию, так что берите его. 
QUEST_JOBSTEP_20150317_000110	Сейчас есть одна книга осталась. {nl}дать этот мешок в лесничество мастером и получить книгу. {nl}
QUEST_JOBSTEP_20150317_000111	Did the Archer Master send you? {nl}Well, good work. I'll give you the book as promised. 
QUEST_JOBSTEP_20150317_000112	Isn't the book ready yet? {nl}I want to see all of Lydia Schaffen's book as soon as possible...
QUEST_JOBSTEP_20150317_000113	Наконец, все это здесь. {nl}я научу тебя мои навыки как и обещали. 
QUEST_JOBSTEP_20150317_000114	I have some Книги to collect. They're Lydia Schaffen's books. {nl}I'll teach you my skills if you collect the books. What do you say? 
QUEST_JOBSTEP_20150317_000115	The first book was in the Miners' Village, but it disappeared after the Vubbes attacked. {nl}I assume the book is in the Vubbe Outpost? 
QUEST_JOBSTEP_20150317_000116	О, это очень хорошо. {nl}это будет полезно для вас, чтобы прочитать это слишком. 
QUEST_JOBSTEP_20150317_000117	Проблема заключается Охотник Мастер. Я действительно не хочу видеть ее лицо. {nl}так вы идете и получаете очередную книгу из нее. 
QUEST_JOBSTEP_20150317_000118	You mean the book I have? {nl}Well, okay. I'll hand it over for 5000 silver. 
QUEST_JOBSTEP_20150317_000119	I think around 5000 silver will do. {nl}Can you spare that much? 
QUEST_JOBSTEP_20150317_000120	Вы пришли в нужное время.{nl}ссоры стрелок мастер сказал вам, что если вы доведете Merog кожи, он сделает вам копию очередного Тома.
QUEST_JOBSTEP_20150317_000121	Didn't the Ranger Master tell you anything?{nl}I asked him for Merog leather.
QUEST_JOBSTEP_20150317_000122	Merogs на павших беспокоиться лес и ссоры стрелок Мастер находится в Клайпеде. {nl}кто-то может туда зайти и получить книгу быстрее, чем вы, поэтому, пожалуйста, поторопитесь.
QUEST_JOBSTEP_20150317_000123	Книга в хорошем состоянии.{nl}теперь, принести книгу мастер по стрельбе из лука. {nl}
QUEST_JOBSTEP_20150317_000124	Лучник Мастер в Клайпеде есть последняя книга. {nl}я слышал, что он занимается тем, что ремонтирует стены, так что это может помочь вам получить эту книгу. 
QUEST_JOBSTEP_20150317_000125	Я слышал, что есть рок, который будет удобен для ремонта стены в шахтерском поселке. {nl}привези ее в Арчер Мастер в качестве подарка. 
QUEST_JOBSTEP_20150317_000126	Did the Hunter Master told you to send this? {nl}If you're here for Lydia Schaffen's book, you could have just asked. But thank you anyway. 
QUEST_JOBSTEP_20150317_000127	Вы наконец-то собрал их все. Хорошая работа. {nl}я научу вас, мои навыки как обещали, но это ваша работа, чтобы отслеживать и следовать вдоль.
QUEST_JOBSTEP_20150317_000128	У тебя хорошее качество кожи. {nl}довести его до ссоры стрелок Мастер. 
QUEST_JOBSTEP_20150317_000129	Why did you bring that to me? Take it to the Archer Master quickly.
QUEST_JOBSTEP_20150317_000130	Скульптор Тесла
QUEST_JOBSTEP_20150317_000131	Скульптор талант важен, но так же имея глаза видеть важные материалы. {nl}я помогу вам изучить мои навыки, если ты принесешь мне синие кристаллы я ищу. 
QUEST_JOBSTEP_20150317_000132	Вот в чем проблема. {nl}в Yekub проглотил его, как только он был найден на 2-м этаже шахтерского поселка. 
QUEST_JOBSTEP_20150317_000133	Ах, вот оно. {nl}у меня много времени, поэтому я научу вас основательно.
QUEST_JOBSTEP_20150317_000134	You want to learn the swordsmanship of a Highlander from me? {nl}I will consider it if you can get cooperation from the Peltastas.
QUEST_JOBSTEP_20150317_000135	В качестве компенсации стремится к сотрудничеству, просто поддержка 5 досок деревянный щит типа.{nl}победив Upents на плато Индиго деревьев будет достаточно.
QUEST_JOBSTEP_20150317_000136	Спасибо за расходные материалы, но Горец мастер не послал бы тебя за это. {nl}Скажи мне, чего ты хочешь. {nl}
QUEST_JOBSTEP_20150317_000137	An overall cooperation between the Masters? Certainly. {nl}Tell him that the Peltastas will cooperate. 
QUEST_JOBSTEP_20150317_000138	Если объединить мастеров, он не будет долго, до тех пор, пока королевство поднимается снова. {nl}Вы сделали хорошую работу. Я научу вас, мои владения мечом.
QUEST_JOBSTEP_20150317_000139	Этого должно быть достаточно. {nl}теперь идем искать сотрудничества с Peltasta Мастер. 
QUEST_JOBSTEP_20150317_000140	Мы Peltastas обещал горцев мы бы одолжить наши силы, чтобы восстановить королевство.{nl}так что, если вы хотите узнать от меня, вы должны также нести ответственность.{nl}
QUEST_JOBSTEP_20150317_000141	Uska встретиться и одолжить вашу силу.
QUEST_JOBSTEP_20150317_000142	Так вы пришли сюда по запросу Peltasta Мастер.{nl} " Горец Мастер один раз гарантируется, что он получит поддержку от других мастеров. {nl}
QUEST_JOBSTEP_20150317_000143	Мы, Peltastas, рассмотрите наши обязанности, как и люди, чтобы быть наиболее важным. 
QUEST_JOBSTEP_20150317_000144	Мы, Peltastas, рассмотрите наши обязанности, как и люди, чтобы быть наиболее важным. 
QUEST_JOBSTEP_20150317_000145	Я собирался попросить помощи в поиске. {nl}
QUEST_JOBSTEP_20150317_000146	Я послал разведчиков на 4 Spineheart Дейл, но они все исчезли.{nl}может быть, они не думали, что шип был лес, что опасно... обратите на них внимание.
QUEST_JOBSTEP_20150317_000147	Некоторые проблемы могут возникнуть.{nl}пожалуйста, перейдите по Spineheart Дейл быстро.
QUEST_JOBSTEP_20150317_000148	Эти...были свои памятные подарки. {nl}мы можем, по крайней мере, подарить памятные подарки их семьям. Спасибо. {nl}
QUEST_JOBSTEP_20150317_000149	Я скажу Горец владею собой, поэтому, пожалуйста, вернитесь. {nl}Хорошая работа. 
QUEST_JOBSTEP_20150317_000150	Это может быть не приятное ощущение, но этого достаточно. {nl}я позволит вам узнать путь Peltasta как и обещали. 
QUEST_JOBSTEP_20150317_000151	Мне нужно собрать энергию огня для моих исследований, но я просто не хватает времени. {nl}если вы собираете его для меня, я помогу тебе освоить магию Pyromancers.
QUEST_JOBSTEP_20150317_000152	Будьте осторожны. Горшок сломается, если Вы не держите глаз на него. 
QUEST_JOBSTEP_20150317_000153	Пожалуйста, поставьте эту кастрюлю на землю, когда вы идете в сад спустились дерево.{nl}после этого, когда вы победить врагов поблизости, энергии будет аккумулироваться в банке.
QUEST_JOBSTEP_20150317_000154	Есть важная книга, которую я ищу. {nl}если ты принесешь мне книгу, я помогу тебе освоить магию Cryomancers. 
QUEST_JOBSTEP_20150317_000155	Did you say you'll find the book? {nl}Sorry, but you're late. 
QUEST_JOBSTEP_20150317_000156	Я слышал слухи, что это в шахтерском поселке, но я не знаю точного его местоположения. {nl}может мэр знал бы...
QUEST_JOBSTEP_20150317_000157	В Vubbes взял все книги, когда они напали. {nl}может быть, они будут использовать его для огня в их форпост. 
QUEST_JOBSTEP_20150317_000158	Если там было что-то подобное, мы бы об этом позаботились. {nl}Вы можете пойти и попробовать искать. 
QUEST_JOBSTEP_20150317_000159	Вы нашли это. Отличная работа. {nl}вам придется очень стараться следовать моей профессиональной подготовки. 
QUEST_JOBSTEP_20150317_000160	Я слышала, что книгу последний раз видели в шахтерском поселке. {nl}это очень важная книга, так что, возможно, мэр может что-то знать об этом.
QUEST_JOBSTEP_20150317_000161	You must have found the book. I don't know how, but congratulations. {nl}Why don't you go back to the one who's waiting for that book? 
QUEST_JOBSTEP_20150317_000162	Krivis Мастер
QUEST_JOBSTEP_20150317_000163	В Krivis должны быть свободны от ограничений людей и посвятить себя духовенство. {nl}это делается, предлагая преданности молитвы для всех статуй богини в Шяуляй. {nl}
QUEST_JOBSTEP_20150317_000164	Покайтесь. {nl}попросить богиню о прощении и родиться заново. 
QUEST_JOBSTEP_20150317_000165	Я чувствую, что вы полны богини благословения. {nl}Добро пожаловать в вашу новую жизнь в качестве Krivis. 
QUEST_JOBSTEP_20150317_000166	Мечник Мастер
QUEST_JOBSTEP_20150317_000167	Старая пословица гласит, сражаться до смерти и вы будете выживать. {nl}я смогу научить вас, если вы осознали, что это значит. 
QUEST_JOBSTEP_20150317_000168	Вы еще не поняли, что это значит. {nl}бой немного больше. 
QUEST_JOBSTEP_20150317_000169	Right... Now do you understand? {nl}Remember that you're a Swordsman and devote yourself to being one. 
QUEST_JOBSTEP_20150317_000170	Затем борьба с Mentiwood на семь оттенков Меса.{nl}возможно узнаете что-то с этим.
QUEST_JOBSTEP_20150317_000171	Самое главное для священника-верить в богиню, и доказать это. {nl}изгнать солдаты одержимы злыми духами во имя богини. 
QUEST_JOBSTEP_20150317_000172	Солдат заботятся в шахтерском поселке. {nl}Ваша искренность станет вашей силой. 
QUEST_JOBSTEP_20150317_000173	Ваша искренность была доказана. {nl}мы будем идти вместе, во имя богини. 
QUEST_JOBSTEP_20150317_000174	Обучение магии от меня приходит после помощи моего исследования. {nl}давайте поговорим о таланте проблемы впоследствии. 
QUEST_JOBSTEP_20150317_000175	Сначала принеси мне шкуры Grolls от Spineheart Дейл, щупальца Chafperors из опавших беспокоиться лес, {nl}и наконец, в ядрах от Jukopus. Я рассчитываю на вас.
QUEST_JOBSTEP_20150317_000176	Вы собрали все. {nl}теперь давайте перейдем к следующему шагу. 
QUEST_JOBSTEP_20150317_000177	Клайпеда находится далеко от столицы и был едва нападению монстров. {nl}я обратил внимание на тот момент, и я учусь, чтобы сделать большой магический круг. {nl}
QUEST_JOBSTEP_20150317_000178	And for that, I need to accumulate data. {nl}Can you use this scroll around the city? 
QUEST_JOBSTEP_20150317_000179	Я отметила на карте, где ее необходимо установить. {nl}Вы должны использовать его на каждой отдельной точке. 
QUEST_JOBSTEP_20150317_000180	Хорошая работа. Я собрала некоторую полезную информацию с вашей помощью. {nl}мое исследование является полным, поэтому вы можете приходить тренироваться в любое время.
QUEST_JOBSTEP_20150317_000181	Вы, наверное, пришли узнать веру священнослужителей. {nl}я научу вас, если вы помочь лечением раненых солдат шахтерского поселка. 
QUEST_JOBSTEP_20150317_000182	Священнослужитель Мастер светит свет на многие в таком молодом возрасте. {nl}взять эту святую воду и отправляйтесь к пациентам быстро. 
QUEST_JOBSTEP_20150317_000183	Вам нужна святая вода для их лечения. {nl}Вы должны получить святую воду из священника и Мастер Krivis освоить в первую очередь. 
QUEST_JOBSTEP_20150317_000184	Если это для священнослужителя Мастер, взять столько святой воды, сколько вам нужно. {nl}она имеет прекрасное сердце, что даже этот старый священник позавидует. 
QUEST_JOBSTEP_20150317_000185	Пожалуйста, отправьте мое почтение Священнослужителю Мастер. {nl}пусть благословение богини быть с тобой. 
QUEST_JOBSTEP_20150317_000186	Пожалуйста отправьте им от меня привет, а вы получите святую воду от мастеров. 
QUEST_JOBSTEP_20150317_000187	Сервис-это то, что вы делаете для других, но это также способ очищения собственное отражение. {nl}я надеюсь, что ваши блуждающие души будут очищены, как вы лечите пациентов. 
QUEST_JOBSTEP_20150317_000188	Хорошая работа. {nl}я научу тебя вере священнослужители, как и обещали. 
QUEST_JOBSTEP_20150317_000189	I think that you may not have a great spear right away, {nl}but you must have a spear that you are strongly attached to. {nl}What do you think about it? 
QUEST_JOBSTEP_20150317_000190	Спирс гордость Гоплита. {nl}сильное копье-это то, что Гоплиты могут похвастаться, как и их название.
QUEST_JOBSTEP_20150317_000191	Это здорово. {nl}хорошо. У вас что требуется, чтобы узнать spearmanship от меня. 
QUEST_JOBSTEP_20150317_000192	Ладно. {nl}если вы хотите моего признания, покажи мне копье повышен до уровня 6.{nl}
QUEST_JOBSTEP_20150317_000193	Реальность меняется, как вы думаете. И только мысли сделать это возможным.{nl}, что называется сверхъестественная сила. {nl}, а интенсивность его будет меняться в зависимости на сколько один верит в себя...{nl}
QUEST_JOBSTEP_20150317_000194	Ah, I only told you boring things.{nl}You want to be a Psychokino, right?{nl}If you could help me a bit, then I will help you so that you can release the strong supernatural power that is hidden inside of you. 
QUEST_JOBSTEP_20150317_000195	Идите в Nardymo водопад в две богини' Древний сад. {nl}пожалуйста, принеси мне суть Бесы.{nl}ладно... я рассчитываю на вас.
QUEST_JOBSTEP_20150317_000196	Ладно. Вот оно.{nl}, посмотрев на ее цвет, я вижу, что он полон демонической силы.{nl}ха-ха! Я научу тебя истинной мощности Psychokino отныне, так что будьте готовы!
QUEST_JOBSTEP_20150317_000197	You want to learn Quarrel Shooter Skills from me? {nl}Right on time. I was also looking for someone to help me.
QUEST_JOBSTEP_20150317_000198	You were sent by the Quarrel Shooter Master, right? {nl}You must find a map. A map hidden with the Fletcher's secrets. 
QUEST_JOBSTEP_20150317_000199	Сапера Мастер говорит, что нашел некоторую информацию о книге, которую я ищу. {nl}идем на Восток Шяуляй лес и встретиться с ним. 
