UI_20150317_000045	{@st41b} Обмен {s18} (100 iCoins required) {/}
UI_20150317_000046	{@st59}Выберите для смены Прически.{/}
UI_20150317_000047	{@st41}Отмена
UI_20150317_000048	{@st43}Черный Рынок{/}
UI_20150317_000049	Название Книги
UI_20150317_000050	{@St59}Остановить чтение{/}
UI_20150317_000051	{@st59}Предыдущая Страница{/}
UI_20150317_000052	{@st59}Следующая Страница Page{/}
UI_20150317_000053	{@st47}%s появился!
UI_20150317_000054	{@st43}Счет{/}
UI_20150317_000055	Полученный Урон
UI_20150317_000056	Бонус Техники
UI_20150317_000057	Бонус Уклонения
UI_20150317_000058	Чистое время
UI_20150317_000059	Финальный Счет
UI_20150317_000060	{@st42}Прошло времени
UI_20150317_000061	10 минут
UI_20150317_000062	10 секунд
UI_20150317_000063	{memo X}{@st44}Выполнено
UI_20150317_000064	{@st59}Закрыть Торговый Автомат Эффектов{/}
UI_20150317_000065	{@st43}Торговый Автомат Эффектов
UI_20150317_000066	Имя Торгового Автомата
UI_20150317_000067	{memo X}{@st43}Регистрация
UI_20150317_000068	{memo X}{@st43}Отменить
UI_20150317_000069	Автомат Продажи Заклинаний
UI_20150317_000070	{@st59}Закрыть Автомат Продажи Заклинаний.
UI_20150317_000071	{@st59}Автомат Продажи Заклинаний{nl} - Вы можете купить за серебро залинание у других игроков.
UI_20150317_000072	Меню Повозки
UI_20150317_000073	{ol}{s22}Выгрузить{/}
UI_20150317_000074	Чтение
UI_20150317_000075	{@st43}Настройки Игры{/}
UI_20150317_000076	{@st64}Используйте ваши клавиши со стрелками, чтобы выбрать ячейку!
UI_20150317_000077	{@st43}Информация о продвижении {/}
UI_20150317_000078	{@st43}Выбор Класса
UI_20150317_000079	Психокинетик
UI_20150317_000080	{@st42}%s Круг {/}
UI_20150317_000081	Сколько кругов
UI_20150317_000082	Показать описание класса.
UI_20150317_000083	{memo X}{@st41b}Атака {@sti7}%s{/}
UI_20150317_000084	{memo X}{@st41b}Потдержка {@sti7}%s{/}
UI_20150317_000085	{memo X}{@st41b}Сложность{@sti7}%s{/}
UI_20150317_000086	{@st59}Закрыть окно информации о Классе{/}
UI_20150317_000087	Сигнал о Продвижении
UI_20150317_000088	{@st43} Продвижение
UI_20150317_000089	{@sti7}{s14} Ур.Персонажа{/} {/}
UI_20150317_000090	{@sti8}{s14} Ур.Класса{/} {/}
UI_20150317_000091	{@st44}Чат{/}
UI_20150317_000092	To. WWWWWWWW and 1 other
UI_20150317_000093	{memo X}Общий: /s чат {nl} Крик: /y чат {nl} Группа: /p чат{nl} Приват: /w Имя персонажа чат
UI_20150317_000094	{@st41}Мир{/}
UI_20150317_000095	{@59}Выйти{/}
UI_20150317_000096	{@59}Принять{/}
UI_20150317_000097	{@st59}Все{/}
UI_20150317_000098	{@st59}Общий (/s chat){/}
UI_20150317_000099	{@st59}Крик (/y chat){/}
UI_20150317_000100	{@st59}Группа (/p chat){/}
UI_20150317_000101	{@st59}Приват (/w team name chat){/}
UI_20150317_000102	{@st59}Настройки окна чата{/}
UI_20150317_000103	{@st43}{s22}Окно Макросов{/}
UI_20150317_000104	{@st43}Макрос{/}
UI_20150317_000105	{@st59b}Макрос {nl} {@st59s} - Как спользовать: {nl} 1. Перетащите иконку Эмоции в любой слот Эмоции в окне.  {nl} 2. Проверьте ваши настройки и подтвердите выбор. {nl} 3. Используйте горячую клавишу, чтобы одновременно использовать фразу и жест. {/}
UI_20150317_000106	{@st59}Закрыть Макрос{/}
UI_20150317_000107	{@st41b}Сохранить {/}
UI_20150317_000108	{@st59}Сохранить свои изменения{/}
UI_20150317_000109	{@st41b}Отмена {/}
UI_20150317_000110	{@st59}Отменить свои изменения{/}
UI_20150317_000111	{@st42}Настройки чата
UI_20150317_000112	{@st42}Прозрачность
UI_20150317_000113	Показать чат balloon
UI_20150317_000114	Показывать крик строкой сверху
UI_20150317_000115	{@st43}Чит Список{/}
UI_20150317_000116	{memo X}{@st42b}Предмет{/}
UI_20150317_000117	{memo X}{@st42b}Монстр{/}
UI_20150317_000118	{memo X}{@st42b}Переместить Карту{/}
UI_20150317_000119	{memo X}{@st42b}Отчет битв{/}
UI_20150317_000120	{@st41b}Закрыть{/}
UI_20150317_000121	{s16}{b}Созать предмет нажав на кнопку Создать или двойным кликом.
UI_20150317_000122	{memo X}{s16}{b}ea
UI_20150317_000123	{memo X}{s16}{b}Ур.
UI_20150317_000124	{@st41b}Поиск{/}
UI_20150317_000125	{s16}{b}Призвать монстра нажав на кнопку Создать или двойным кликом.
UI_20150317_000126	{memo X}{s16}{b}ea
UI_20150317_000127	{s16}{b}Выберите нужную область.
UI_20150317_000128	{s18}{b}Вид мини-карты{/}
UI_20150317_000129	{@st41b}Лист Инструментов{/}
UI_20150317_000130	{@st59b}Коллекция {nl}{@st59s}- Купите Доску для Коллекции и соберите предметы для нее. {nl} - The collection hotkey will be enabled when you use the Collection Deck Item. {nl} {/}
UI_20150317_000131	{@st59}Закрыть Информацию о Коллекции{/}
UI_20150317_000132	{@st43}Коллекции{/}
UI_20150317_000133	{@st43}Цвет Спрея{/}
UI_20150317_000134	{@st49}Цвет Спрея{/}
UI_20150317_000135	{@st49}Цвет{/}
UI_20150317_000136	{@st49}Оставшиеся{/}
UI_20150317_000137	{@st49}Кисть{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Рисовать{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Сохранить{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Импорт{/}{/}
UI_20150317_000141	{@st49}Закрыть{/}
UI_20150317_000142	{@st43} Получение Компаньена
UI_20150317_000143	{@st59} Введите имя нового Компаньена {/}
UI_20150317_000144	{@st41b}Имя{/}
UI_20150317_000145	{@st41b}Цена %s{/}
UI_20150317_000146	{@st59}Закрыть окно Выбора Копаньена {/}
UI_20150317_000147	{@st41b}Выбор
UI_20150317_000148	{@st59}Подтвердить выбор {/}
UI_20150317_000149	{@st43}Магазин Компаньена
UI_20150317_000150	{@st59}Закрыть Магазин Компаньена{/}
UI_20150317_000151	{@st43}Другая Информация о Персонаже{/}{@st42}
UI_20150317_000152	{@st59}Закрыть Информацию о Персонаже{/}
UI_20150317_000153	{@st41b}Информация
UI_20150317_000154	{@st41b}Запись
UI_20150317_000155	Имя Группы
UI_20150317_000156	Имя Персонажа
UI_20150317_000157	Круг {#ffff00}%s{/} %s Ур. {#ffff00}%s{/}
UI_20150317_000158	Воин
UI_20150317_000159	{memo X}Список Приключений {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)
UI_20150317_000160	Список Приключений {#ffff00}%s{/} ({#ffff00}Unranked{/})
UI_20150317_000161	Общие Достижения : {#ffff00}%s{/}
UI_20150317_000162	Настройки
UI_20150317_000163	Очистить Заголовок вкладки для удаления Вкладки.
UI_20150317_000164	{@st49}Все{/}
UI_20150317_000165	{@st49}Система{/}
UI_20150317_000166	{@st49}Разговор{/}
UI_20150317_000167	{@st49}Битва{/}
UI_20150317_000168	{@st49}Предмет{/}
UI_20150317_000169	{@st43}Кредиты{/}
UI_20150317_000170	{memo X}{@st43}Закрыть настройки Цели{/}
UI_20150317_000171	Имя НПС
UI_20150317_000172	Компаньен
UI_20150317_000173	Иллюстрации
UI_20150317_000174	Выберите диалог
UI_20150317_000175	Помощь
UI_20150317_000176	{@st41}Создать предмет{/}
UI_20150317_000177	{@st45tw2}Создание предмета...
UI_20150317_000178	%r секунд
UI_20150317_000179	{@st41}Отмена{/}
UI_20150317_000180	{@st45tw2}Количество{/}
UI_20150317_000181	{@st45tw2}Вы хотите создат этот предмет?
UI_20150317_000182	{@st41}Принять{/}
UI_20150317_000183	Информация Задания
UI_20150317_000184	{@st59}Отменить Обмен{/}
UI_20150317_000185	{@st43}Личный Обмен{/}
UI_20150317_000186	Мой Торговый Лист
UI_20150317_000187	Серебро : %s
UI_20150317_000188	{memo X}Ввод
UI_20150317_000189	{@st41}Принять
UI_20150317_000190	{@st41}Подтвердить
UI_20150317_000191	Другие Игроки(%s) торговый список 
UI_20150317_000192	Имя Других Игроков
UI_20150317_000193	{s18}{ol} {gr gradation1}Поле События{/}
UI_20150317_000194	{s20}{ol}Победить Vubbe Tribe! Желаете присоединиться?
UI_20150317_000195	{s20}{ol}%s Желаете присоединиться?
UI_20150317_000196	{s20}{ol}Учасники : (1/5)
UI_20150317_000197	{s20}{ol}Учасники : (%s/%s)
UI_20150317_000198	{s20}{ol}Игра начнется через 1 секунду.
UI_20150317_000199	{s20}{ol}Игра начнется через %s секунд.
UI_20150317_000200	Не показывать больше сегодня.
UI_20150317_000201	Не показывать События на этом Поле.
UI_20150317_000202	Присоединиться к игре
UI_20150317_000203	Начать игру с другим игроком.
UI_20150317_000204	Отклонить запрос Игры.
UI_20150317_000205	Пресет Спрея
UI_20150317_000206	{@st49}Выбрать{/}
UI_20150317_000207	{@st49}Отмена{/}
UI_20150317_000208	{@st49}Удалить{/}
UI_20150317_000209	Введите имя файла для сохранения.
UI_20150317_000210	{@st43}Друзья
UI_20150317_000211	{@st59}закрыть список Друзей{/}
UI_20150317_000212	{@st59b}Друг{nl}{@st59s} - Станьте друзьями с другими участниками в игре. {nl} - Вы можете проверить статус своих друзей через вкладку Список Друзей. {nl} - На вкладке Управление, вы можете пригласить, отклонить или блокировать приглашения друзей. {/}
UI_20150317_000213	{@st41b}Показать друзей в игре{/}
UI_20150317_000214	{@st41b}Список
UI_20150317_000215	{@st41b}Управление
UI_20150317_000216	{@st41b}Запрос в Друзья
UI_20150317_000217	{@st41b}Заблокировать
UI_20150317_000218	{@st59}Поиск{/}
UI_20150317_000219	{@st44}Гильдия{/}
UI_20150317_000220	Гильдия
UI_20150317_000221	Список
UI_20150317_000222	Новости
UI_20150317_000223	Миссия Гильдии
UI_20150317_000224	Игроки Онлайн
UI_20150317_000225	{@st44}Создать Гильдию{/}
UI_20150317_000226	{@st42}Создать{/}
UI_20150317_000227	{@st42}Зарыть{/}
UI_20150317_000228	{@st42}Все{/}
UI_20150317_000229	{@st42}Сегодняшний Рейтинг{/}
UI_20150317_000230	{@st42}Недельный Рейтинг{/}
UI_20150317_000231	{@st56}Уровень {/}
UI_20150317_000232	{@st56}Очки{/}
UI_20150317_000233	{@st56}Класс{/}
UI_20150317_000234	{@st56}Имя {/}
UI_20150317_000235	Предыдущая Страница
UI_20150317_000236	Следующяя Страница
UI_20150317_000237	{@st42}Поиск ID{/}
UI_20150317_000238	Введите ID для поиска
UI_20150317_000239	Закрыть Залл Пламени
UI_20150317_000240	Введите ID для поиска
UI_20150317_000241	{memo X}{@st59} Выносливось {/}
UI_20150317_000242	{@st43}Помощь{/}
UI_20150317_000243	{@st59}Закрыть окно Помощи{/}
UI_20150317_000244	{@st59b}Список Помощи{nl}{@st59s} - Если вам нужна помощь с чем-то, вы всегда можете прочитать справку. {nl} - Выберите тему, чтобы просмотреть дополнительную информацию об этом. {/}
UI_20150317_000245	{@st43}{s22}Помощь{/}
UI_20150317_000246	{@st47_b}{b}Разделы Помощи{/}
UI_20150317_000247	{@st42b}Простая Справка Помощи{/}
UI_20150317_000248	{@st59}Просмотр деталей{/}
UI_20150317_000249	Введите количество
UI_20150317_000250	{@st59}Войдите в разделы{/}
UI_20150317_000251	{@st41b}Подтвердить
UI_20150317_000252	{@st59}Подтвердить {/}
UI_20150317_000253	{@st41b}Закрыть
UI_20150317_000254	{@st59}Отмена{/}
UI_20150317_000255	{@st43}Портал{/}
UI_20150317_000256	{@st59}Закрыть Окно Портала{/}
UI_20150317_000257	{@st59b}Портал{nl}{@st59s} - Позволяет быстро добраться до регионов, которые вы уже посетили. {nl} - Функция становиться доступна, когда две или более точек открыты. {nl} {/}
UI_20150317_000258	{@st41}Текущая Локация : %s{/}
UI_20150317_000259	{@st43}{s22}Портал{/}
UI_20150317_000260	{@st41b}Вы хотите переместиться в эту местность?{/}
UI_20150317_000261	Как насчет Siauliai
UI_20150317_000262	Монет получено : 0
UI_20150317_000263	Начало
UI_20150317_000264	{@st43}Инвентарь{/}
UI_20150317_000265	{@st59}Закрыть Инвентарь{/}
UI_20150317_000266	{memo X}{@st59b}Экипировка {nl} {@st59s}- Прическа/Костюм: Экипировка меняет внешний вид персонажа. {nl} - Оружие: Можно одеть одно-ручное или двуручное оружие  {nl} (суб-оружие / щит может быть одет только с одно-ручным оружием) {nl} - Броня: Верх, Низ, Перчатки, Ботинки. {nl} - Аксесуары: Возможно одеть 1 ожерелье и 2 браслета. {nl} {/}
UI_20150317_000267	{@st59}Головной убор 1{/}
UI_20150317_000268	{@st59}Головной убор 2{/}
UI_20150317_000269	{@st59}Ожерелье{/}
UI_20150317_000270	{@st59}Костюм{/}
UI_20150317_000271	{@st59}Верх{/}
UI_20150317_000272	{@st59}Перчатки{/}
UI_20150317_000273	{@st59}Штаны{/}
UI_20150317_000274	{@st59}Обувь{/}
UI_20150317_000275	{@st59}Левая Рука{/}
UI_20150317_000276	{@st59}Правая Рука{/}
UI_20150317_000277	{@st59}Браслет 1{/}
UI_20150317_000278	{@st59}Браслет 2{/}
UI_20150317_000279	{@st59}Ободок{/}
UI_20150317_000280	{@st59}Поиск{/}
UI_20150317_000281	Вес
UI_20150317_000282	{memo X}{@st43}Эффект Экипировки{/}
UI_20150317_000283	{@st59}Закрыть Ремонт Предметов UI{/}
UI_20150317_000284	{memo X}{@st42}Доступно для Эффекта
UI_20150317_000285	{memo X}{@st42}Костюм{/}
UI_20150317_000286	{memo X}{@st42}Бег
UI_20150317_000287	{memo X}{@st42}Предмет цель{/}
UI_20150317_000288	{@st59}Кольцо 1{/}
UI_20150317_000289	{@st43}Создание Предмета{/}
UI_20150317_000290	{@st42b}Показать что можно Создать{/}
UI_20150317_000291	{@st59}Закрыть Создание Предметов{/}
UI_20150317_000292	{@st43}{s22}Split Item
UI_20150317_000293	{@st59}введите количество{/}
UI_20150317_000294	Полоса  HP монстра
UI_20150317_000295	{@st44}Item Set acquired{/}
UI_20150317_000296	Клавиатура Война
UI_20150317_000297	Убийства
UI_20150317_000298	99 минут 99 секунд
UI_20150317_000299	38000 очков
UI_20150317_000300	Повышающие скорост Зелье
UI_20150317_000301	{@st41}Подтвердить{/}
UI_20150317_000302	{@st59b} Журнал Приключений {nl}{@st59s}- Ваш прогрес в игре записывается в Журнал Приключений. {nl} - You can progress your Adventure Index through contents such as: obtaining items, hunting monsters, crafting and map exploration.{nl}    Adventure Index : The total of all your indexes. {nl}    Growth : 5 points per character level and class level {nl}    Предметы : Equipment : grade X 10 points, Books : 10 points, Others : 1 point {nl}    Monsters : 10 points per monster (50 points for Boss Monsters) {nl}    Maps : 1 point per 10% explored {nl}    Quests : 1 point per quest {nl}    Achievements : Varies by achievement {nl}    Crafting : 10 points {nl}    Collection : 5 points for a deck and 45 points when it is completed {nl} - You can receive special rewards from an NPC in town depending on your Adventure Index. {/}
UI_20150317_000303	{@sti7}{s22}{ds}Достижения{/}
UI_20150317_000304	{@st42b}{#22FF22} Топ 10% / %s Очков{/}
UI_20150317_000305	{@st42b} Средний / %s Очков {/}
UI_20150317_000306	1st / %s Очков
UI_20150317_000307	Ранг %s
UI_20150317_000308	%s Очки
UI_20150317_000309	Профессия
UI_20150317_000310	Команда
UI_20150317_000311	{@st59}Закрыть Журнал Приключений{/}
UI_20150317_000312	{@st43}Ранг журнала Приключений{/}
UI_20150317_000313	{@st43}{s22}Ранг  
UI_20150317_000314	{@st43}{s22}Имя
UI_20150317_000315	{@st43}{s22}Счет
UI_20150317_000316	{@st41}детали{/}
UI_20150317_000317	{@st43}Начать Создание{/}
UI_20150317_000318	{@st59}Начать создание предмета.{/}
UI_20150317_000319	{@st44}Клавишы{/}
UI_20150317_000320	{@st42}Лимит времени
UI_20150317_000321	{@st56}Убийства{/}
UI_20150317_000322	{@st56}Сверхурон{/}
UI_20150317_000323	{@st56}Удары{/}
UI_20150317_000324	{@st56}Смерти{/}
UI_20150317_000325	Сила Залинания
UI_20150317_000326	Защита
UI_20150317_000327	Сопротивление Магии
UI_20150317_000328	Шанс Крита
UI_20150317_000329	{@st43}Слот{/}
UI_20150317_000330	{@st59}Закрыть исмпользование Слота{/}
UI_20150317_000331	Вставьте ваши предметы{/}
UI_20150317_000332	Потенциал	
UI_20150317_000333	{memo X}Цена добавления слота: {#ff9933}%s{/}{nl}Цена извлечения самоцвета : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Добавить Слот{/}
UI_20150317_000335	{@st41b}Извлеч Камень{/}
UI_20150317_000336	{@st41}Создать{/}
UI_20150317_000337	{@st41}%s %s ea
UI_20150317_000338	Карта Местности
UI_20150317_000339	{memo X}Местность Исследована : 95.5%
UI_20150317_000340	{memo X}{@st45tw}Местность Исследована %s% {/}
UI_20150317_000341	{@st59}Закрыть карту (M){/}
UI_20150317_000342	{@st41}Карта{/}
UI_20150317_000343	Shift(clear), Ctrl(mid fill)
UI_20150317_000344	{ol}Заголовок
UI_20150317_000345	{@st41}Добавить{/}
UI_20150317_000346	{@st41}Удалить{/}
UI_20150317_000347	{@st41}Сохранить{/}
UI_20150317_000348	{@st41}Авто{/}
UI_20150317_000349	{@st41}Сброс{/}
UI_20150317_000350	{@st59}Введите количество.{/}
UI_20150317_000351	{ol}Группа
UI_20150317_000352	{ol}Сообщение
UI_20150317_000353	{ol}Звук
UI_20150317_000354	{@st41}Создать Миникарту{/}
UI_20150317_000355	{@st55}Карта Области
UI_20150317_000356	{@st43}{s22}Магазин{/}
UI_20150317_000357	{@st43}{s24}Магазин{/}
UI_20150317_000358	{@st42b}Фильтр{/}
UI_20150317_000359	{@st42b}Тип{/}
UI_20150317_000360	{@st42b}Рек. Ур{/}
UI_20150317_000361	{@st42b}Заточка Ур{/}
UI_20150317_000362	{@st42b}Имя
UI_20150317_000363	{@st41b}Список Товаров%s
UI_20150317_000364	{@st41b}Продажа
UI_20150317_000365	{@st41b}Поиск
UI_20150317_000366	{@st59}Закрыть Окно Магазина{/}
UI_20150317_000367	{@st42b}Сортировать
UI_20150317_000368	{@st41b}Предмет для продажи
UI_20150317_000369	{@st43}{s22}Кабинет Продаж
UI_20150317_000370	{@st41b}Receive All
UI_20150317_000371	{@st41b} Receive
UI_20150317_000372	{@st43}{s22}Продать
UI_20150317_000373	{@st42b}Количество
UI_20150317_000374	{@st42b}Цена
UI_20150317_000375	{@st42b}Скрыть Имя Продавца{/}
UI_20150317_000376	{@st41b}Добавить
UI_20150317_000377	Siege Coin
UI_20150317_000378	Кто-то был убит кем-то
UI_20150317_000379	{@st43}Мини игра{/}
UI_20150317_000380	{@st49}Огненнаф катапульта{/}
UI_20150317_000381	{@st44}Управление маршрутом{/}
UI_20150317_000382	{@st44}Огонь{/}
UI_20150317_000383	Мини игра
UI_20150317_000384	{s18}{ol}{gr gradation1}Мини-игра прятки{/}
UI_20150317_000385	{s16}Вы хотите присоединиться к мини игре?
UI_20150317_000386	{s16}Участники : (0/5)
UI_20150317_000387	{s16}Участники : (%s /%s)
UI_20150317_000388	{s16}Игра начнется через 1 секунду.
UI_20150317_000389	{s16}Игра начнется через %s секунды.
UI_20150317_000390	{@st59}Увеличить{/}
UI_20150317_000391	{@st59}Уменьшить{/}
UI_20150317_000392	{@st59}Карта (M){/}
UI_20150317_000393	{@st42b} Карота области
UI_20150317_000394	{@st44}Синтезирование предметов{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Пожалуйста выберите предметы которые вы хотите создать{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Переместите ингридиенты в слоты
UI_20150317_000397	{@st42}Создать{/}
UI_20150317_000398	{@st42} Отмена {/}
UI_20150317_000399	Информация о %s
UI_20150317_000400	Кепа или ...
UI_20150317_000401	{@st41}{Details}
UI_20150317_000402	{s20}{#050505}Описание Монстров
UI_20150317_000403	{@st41} Убийство {/}
UI_20150317_000404	{@st41} Сверх Убийство {/}
UI_20150317_000405	{@st41} Стандартное Убийство {/}
UI_20150317_000406	{@st41} Местность {/}
UI_20150317_000407	{@st41} Предмет {/}
UI_20150317_000408	{@st41} Достижение {/}
UI_20150317_000409	Объект
UI_20150317_000410	{@st43}Некрономикон{/}
UI_20150317_000411	{@st59}Закрыть некрономикон UI{/}
UI_20150317_000412	{memo X}{@st59}Я слишком ленив, чтобы думать.{/}
UI_20150317_000413	Призванное Создание : {#ffcc33}%s{/}
UI_20150317_000414	{memo X}Гарпия Зомби
UI_20150317_000415	{memo X}Умение : %s
UI_20150317_000416	{memo X}Умение 1, Умение 2
UI_20150317_000417	{memo X}Нужный Фрагмент : %s
UI_20150317_000418	{memo X}Зверь 60 / Насекомое 20/ Мутант 10
UI_20150317_000419	Номер Фрагмента
UI_20150317_000420	{memo X}Часть 1
UI_20150317_000421	{memo X}Часть 2
UI_20150317_000422	{memo X}Часть 3
UI_20150317_000423	Поздравляем! Твой уровень увеличился.
UI_20150317_000424	Тревога предмета
UI_20150317_000425	{@st64}Детали{/}
UI_20150317_000426	Как играть
UI_20150317_000427	{@st42b}Используйте для движения одну из{nl} клавиш{/}
UI_20150317_000428	{@st42b}Используйте {nl}базовую атаку{/}
UI_20150317_000429	{@st42b}Прыжок{/}
UI_20150317_000430	{@st42b}Используйте две клавиши для движения по диагонали{/}
UI_20150317_000431	Устройство для тумана карты
UI_20150317_000432	Устройство для убиства монстров
UI_20150317_000433	Устройство для создания мини-карт
UI_20150317_000434	Диалоговый инструмент
UI_20150317_000435	{@st43}GM Настройки{/}
UI_20150317_000436	{@st59}Закрыть Информацию о Группе{/}
UI_20150317_000437	{@st59b}Информация о Группе{nl}{@st59s} - Нажмите на кнопку "Создать партию" в нижней части, чтобы создать партию. {nl} - Щелкните правой кнопкой мыши на других игроках, чтобы отправить приглашение в группу. {nl} - Изменения могут быть внесены в группу через вкладку Настройки. {nl} - Настройте конкретные условия для поиска членов группы из Списка Общественных Групп. {/}
UI_20150317_000438	{@st43}Информация о Группе{/}
UI_20150317_000439	{@st41b}Участник{/}
UI_20150317_000440	{@st41b}Событие Группы {/}
UI_20150317_000441	{@st41b}Настройки{/}
UI_20150317_000442	{memo X}{@st41}Участники{/}
UI_20150317_000443	{memo X}{@st41}Conditions for joining party
UI_20150317_000444	{memo X}{@st41b}Всем
UI_20150317_000445	{memo X}{@st41b}Лично
UI_20150317_000446	{memo X}Рекомендуемый уровень ~
UI_20150317_000447	{memo X}{@st41}Приоритет предметов
UI_20150317_000448	{memo X}{@st41b}Индивидуальный Лут
UI_20150317_000449	{memo X}{@st41b}Round Robin
UI_20150317_000450	{memo X}{@st41b}Случайно
UI_20150317_000451	{memo X}{@st41}Приоритет EXP
UI_20150317_000452	{memo X}{@st41b}EXP Индивидуально
UI_20150317_000453	{memo X}{@st41b}EXP Поровну
UI_20150317_000454	{memo X}{@st41b}По Уровню
UI_20150317_000455	{memo X}{@st41}Поделится Заданием
UI_20150317_000456	{memo X}{@st41b}Включено
UI_20150317_000457	{memo X}{@st41b}Отключено
UI_20150317_000458	{@st41b}Создать Группу
UI_20150317_000459	{@st43}Публичный Список Групп {/}
UI_20150317_000460	{@st59b}Публичный Список Групп{nl}{@st59s} - Найдите группу к которой хотите присоединится. {nl} - Нажмите "Использовать поиск" для использования ваших условий поиска, чтобы найти желаемые группы. {/}
UI_20150317_000461	{@st59}Закрыть Лист Группы{/}
UI_20150317_000462	использовать Поиск
UI_20150317_000463	Задание на группу
UI_20150317_000464	Приоритет Опыта
UI_20150317_000465	Приоритет предметов
UI_20150317_000466	{@st43}Принять
UI_20150317_000467	{@st41b}Принять{/}
UI_20150317_000468	{memo X}{s18}{ol}{gr gradation1}Выйти из  правил PC{/}
UI_20150317_000469	{ol}Условия Условия Макроса
UI_20150317_000470	{ol}Действие Макроса 
UI_20150317_000471	Введите имя для Макроса
UI_20150317_000472	{Gr gradation1}Регистрация{/}
UI_20150317_000473	Правила Регистрации
UI_20150317_000474	{Gr gradation1}Отмена{/}
UI_20150317_000475	Отменить Действие
UI_20150317_000476	{@st43}Информация Копаньена
UI_20150317_000477	{@st59b} Информация Копаньена{nl}{@st59s} - Вы можете призвать или отозвать своего Компаньена используя кнопку ниже. {nl} - Атрибуты и предметы экипированные на вашего Компаньона можно настроить. {/}
UI_20150317_000478	{@st59}Close Companion Info{/}
UI_20150317_000479	{memo X}{@st41b}Имя : {@sti9}%s{/}
UI_20150317_000480	{memo X}{@sti9}%s{@st41b}Closeness : {@sti9}%s {@st41b}Level{/}
UI_20150317_000481	{memo X}{@st41b}EXP{/}
UI_20150317_000482	{memo X}{@st41b}Выносливость{/}
UI_20150317_000483	{memo X}{@st41b}Closeness{/}
UI_20150317_000484	{memo X}{@st41b}Свойства и информации
UI_20150317_000485	{@st43}Компания{/}
UI_20150317_000486	{@st59b}Companion{nl}{@st59s} - Нажмите на предмет для получения дополнительной информации. {/}
UI_20150317_000487	{@st59}Закрыть Компанию{/}
UI_20150317_000488	{@st59}Закрыть окно Помощи{/}
UI_20150317_000489	{@st59}Помощь{nl} - Просмотреть подробную информацию и советы. {nl} - Просмотреть другие темы из списка Помощь{/}
UI_20150317_000490	{@st43}Помощь{/}
UI_20150317_000491	Разделы Помощи
UI_20150317_000492	{ol}{#AAAA00}{s16}Прошло времени : %s
UI_20150317_000493	{@st43}Котел для яда{/}
UI_20150317_000494	{@st59}Закрыть котел для яда UI{/}
UI_20150317_000495	{@st59}Need to write{/}
